"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"LEE_AGING_CEREBELLUM_UP","LEE_AGING_CEREBELLUM_UP",65,0.593426790976902,1.85426669269113,9.00085137228945e-05,0.000993214384091867,0.00074707412177608,2757,"tags=46%, list=17%, signal=38%","IGHM/SPP1/BCL2A1/CTSS/CD68/CST7/C1QC/SLC11A1/PTPRO/C1QB/SELPLG/B2M/IFI27/CTSZ/HLA-DQB1/MPEG1/IRF7/CTSH/HMOX1/C4B/LMNB1/LGALS3BP/RHOG/CTSD/TYMS/HEXB/HSPA8/IMPA1/SIPA1L2/AXL"
"REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS","REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS",28,0.709186046383778,1.88821779582881,9.14036927060643e-05,0.00100677254971507,0.000757272277217724,1066,"tags=36%, list=7%, signal=33%","LCK/CD247/CD8B/HCK/DOCK2/CD28/HLA-A/B2M/CD4/PAK2"
"WP_OSTEOBLAST_DIFFERENTIATION_AND_RELATED_DISEASES","WP_OSTEOBLAST_DIFFERENTIATION_AND_RELATED_DISEASES",95,-0.47051957218973,-1.82053942040738,9.20407778769032e-05,0.00101194651603933,0.000761164021447079,2382,"tags=40%, list=15%, signal=34%","FZD6/PRKCD/PIK3C2B/WNT7A/BMPR1A/WNT10B/FGF10/BMPR1B/SMO/FGF9/NOTCH3/GLI3/MAPK13/SMAD1/FZD8/HES2/PTCH1/FZD7/JAG1/FGF1/PPARG/GLI2/FZD10/JAG2/FZD4/LRP6/WNT2B/WNT4/WNT16/BMP4/WNT7B/LRP5/SOX9/FGFR3/PIK3C2G/WNT11/FGFR2/WNT3"
"BIOCARTA_LAIR_PATHWAY","BIOCARTA_LAIR_PATHWAY",15,0.81145159545025,1.88439611704461,9.30660933895273e-05,0.00101951207740303,0.000766854671121563,1470,"tags=73%, list=9%, signal=67%","IL6/VCAM1/ITGB2/ICAM1/ITGAL/ITGA4/CXCL8/SELPLG/TNF/IL1A/ITGB1"
"WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE","WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE",15,0.81145159545025,1.88439611704461,9.30660933895273e-05,0.00101951207740303,0.000766854671121563,1470,"tags=73%, list=9%, signal=67%","IL6/VCAM1/ITGB2/ICAM1/ITGAL/ITGA4/CXCL8/SELPLG/TNF/IL1A/ITGB1"
"PID_INTEGRIN_A9B1_PATHWAY","PID_INTEGRIN_A9B1_PATHWAY",23,0.742872254322645,1.87963642209577,9.33988191457366e-05,0.00102130679814515,0.000768204620783721,1470,"tags=52%, list=9%, signal=47%","SPP1/VCAM1/CSF2/ADAM8/TGM2/ADAM12/FN1/SAT1/TNC/CSF2RA/SRC/ITGB1"
"GEISS_RESPONSE_TO_DSRNA_UP","GEISS_RESPONSE_TO_DSRNA_UP",39,0.67150529834826,1.91443978197007,9.38325550729687e-05,0.00102419758217733,0.000770379005263724,3214,"tags=64%, list=20%, signal=51%","CCL4/GBP1/SRGN/TNFAIP6/PLAUR/IRF1/GCH1/NMI/TRAF1/TAP1/TNFAIP3/CCL2/SAT1/TNFAIP2/CHN1/IQGAP2/NFKBIA/BTN3A3/ACSL3/TFPI2/IFIT1/HMGB2/ANXA1/ADAR/CFLAR"
"MARSON_FOXP3_TARGETS_DN","MARSON_FOXP3_TARGETS_DN",50,0.646904102143519,1.95216747201363,9.42253761830896e-05,0.00102663216176422,0.000772210242744676,3089,"tags=50%, list=20%, signal=40%","IFNG/GPR171/ZAP70/THEMIS/GCH1/POU2AF1/NFKBIE/GRAMD1B/PTPN22/ITK/UCP2/NABP1/BTLA/RAMP3/SLFN12/DUSP6/NFKBID/GADD45B/DENND2D/MALT1/M6PR/BZW1/ENC1/JAK2/EMB"
"KEGG_LYSOSOME","KEGG_LYSOSOME",116,0.521473659349591,1.75293179634701,9.50243857672762e-05,0.00103347564880345,0.000777357763915942,3483,"tags=46%, list=22%, signal=36%","CTSW/CTSS/LAPTM5/CD68/CTSB/SLC11A1/CTSO/CTSL/ACP5/TCIRG1/CTSZ/ACP2/CTSC/MAN2B1/CTSK/LAMP3/CTSH/GAA/GLA/MANBA/LGMN/TPP1/HEXA/PPT1/DNASE2/ARSB/GNS/NEU1/ARSA/NAGA/CTSD/FUCA1/M6PR/HEXB/SCARB2/ENTPD4/CD63/LIPA/NPC2/ATP6V0B/AP1S2/GALNS/GM2A/AP3D1/IGF2R/CTSG/GALC/ATP6AP1/GLB1/CTSA/CLTA/NAPSA/ATP6V0D1"
"REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY","REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY",11,0.876176610397573,1.90793548957472,9.60449437279843e-05,0.00104269977508639,0.000784295949822584,1126,"tags=73%, list=7%, signal=68%","CTSS/CTSL/HLA-F/HLA-A/B2M/HLA-G/HLA-B/HLA-C"
"PEART_HDAC_PROLIFERATION_CLUSTER_DN","PEART_HDAC_PROLIFERATION_CLUSTER_DN",69,0.584858888236241,1.84889995343691,9.68093283745404e-05,0.00104911471089757,0.000789121124139575,2915,"tags=38%, list=18%, signal=31%","IFITM1/GFI1/LCK/IL2RG/LST1/AIF1/CD3E/BCAT1/CXCL8/ATF5/BST2/AURKA/SIPA1/ZNF330/CCNB2/TNFRSF8/ZWINT/UBE2C/EMP3/IFI16/MCM5/NUBP1/HMGA1/BEST1/NME2/GRN"
"SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN","SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN",269,0.437859446632218,1.58675132999054,9.78384229196456e-05,0.00105837020285348,0.000796082902618941,1540,"tags=23%, list=10%, signal=22%","IGLV3-19/IGKV1D-39/IGLC2/TDO2/IGKV2D-28/IGHG1/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGHV3-23/IGLV3-25/IGHV3-7/IGHV1-69/IGHV3-33/IGLV3-10/IGHV4-61/S100A8/IGKV1D-13/CXCR4/CXCL5/GBP1/PI3/CD52/SLC16A3/SLC2A3/MARCO/SOD2/KYNU/RAC2/KLK6/LGALS2/CYBA/POU2AF1/IL32/PDPN/RARRES1/CXCL8/CCL20/KRT6A/HLA-DOB/HLA-G/IL12RB2/CP/TMEM158/CD22/TNFRSF21/KRT17/LAMP3/KRT6B/SPIB/APBA2/CHI3L2/GLDC/MAP4K1/CDKN2A/KRT16/MMP14/BMP1/IGF2BP3/PTGS2/NPTX2/ITM2C"
"SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP","SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP",63,0.595971210668212,1.84583035390654,9.83541580826447e-05,0.00106204927486742,0.000798850220065992,1887,"tags=52%, list=12%, signal=46%","CXCL10/CXCL11/IDO1/IFIT3/CCL5/GBP1/OASL/OAS2/CH25H/ISG15/ADAM28/PTGER4/EVI2B/IFI27/SAMD9/OAS1/IFI44/TLR4/IFI44L/HERC5/ISG20/HS3ST1/ALDH1A3/HERC6/LIPG/DDX60/IFIH1/PRR16/PNP/MX1/HPSE/MX2/CRISPLD2"
"CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN","CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN",112,-0.449932638865689,-1.78872269342182,9.92118427005227e-05,0.00106940109235305,0.000804380096273494,3340,"tags=40%, list=21%, signal=32%","CDC14B/SRD5A1/ST3GAL6/FMO3/PDK4/DCXR/HIBADH/ALDH6A1/ACSM5/ETFDH/RCL1/CYP4F3/MPDZ/ECHDC3/ETNK2/GLYATL1/CAT/CCL14/ABCA6/SORBS2/GAMT/GPT2/TPRG1/HADH/BOK/SELENBP1/EHHADH/RUNDC3B/F12/MYRIP/GPT/EPHX1/ABCA8/GPLD1/AR/SYBU/ALDH5A1/ALDH3A2/AZGP1/ALDH1L1/CDO1/BHMT2/GLYAT/AADAC/CYP2J2"
"KEGG_BASAL_CELL_CARCINOMA","KEGG_BASAL_CELL_CARCINOMA",46,-0.592680038310174,-2.0221050464145,0.000100277471277772,0.00107896417938913,0.000811573241039998,2694,"tags=50%, list=17%, signal=42%","WNT9A/TCF7L2/FZD6/WNT7A/WNT10B/SMO/HHIP/GLI3/FZD8/GLI1/PTCH1/FZD7/GLI2/FZD10/AXIN2/FZD4/WNT2B/WNT4/WNT16/BMP4/WNT7B/WNT11/WNT3"
"WP_UROTENSINIIMEDIATED_SIGNALING","WP_UROTENSINIIMEDIATED_SIGNALING",62,0.597258318843141,1.84828933124268,0.000101222676394578,0.00108719986528954,0.000817767943724352,2642,"tags=40%, list=17%, signal=34%","IL6/MMP9/IL1B/VCAM1/ICAM1/CYBB/NCF1/CYBA/NCF4/ALOX5/NCF2/FN1/TNF/HMOX1/MMP2/CASP9/CDK1/FSCN1/BAX/IRF3/COL1A1/PCNA/CCNE1/NOX4/ABCA1"
"WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING","WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING",50,0.645057245815303,1.9465941995031,0.000103270827789803,0.00110723172986692,0.000832835473833036,2659,"tags=54%, list=17%, signal=45%","IFNG/IL6/FASLG/TNF/HBEGF/MAPK11/FAS/CDKN2A/BCL3/MMP2/BMF/TNFSF10/BID/RB1/BAK1/TRAF5/MCL1/BAX/CCNA2/BCL2L11/CCNE1/JUNB/MAPK12/MAP3K5/PDGFRA/CDKN1A/ADAMTSL4-AS1"
"HADDAD_B_LYMPHOCYTE_PROGENITOR","HADDAD_B_LYMPHOCYTE_PROGENITOR",238,0.441052987121847,1.58625852626425,0.000107209750330907,0.00114742895619645,0.000863070947703494,1713,"tags=20%, list=11%, signal=18%","IGLC2/MZB1/CD79A/CXCR4/PVRIG/CD69/DDX3Y/P2RX5/LILRB2/TCL1A/KDM5D/MS4A1/TXLNGY/CD27/LAPTM5/CD72/P2RY14/SOD2/CD19/FCMR/IL7R/BLK/PAX5/POU2AF1/RUBCNL/CD79B/ALOX5/HLA-F/MME/PIK3CD/CIITA/GSAP/CD22/LILRA2/RRM2/GADD45G/RIMS3/IRF4/CHST15/SH3TC1/PTPRE/ISG20/HS3ST1/EIF1AY/CYFIP2/LEF1/CSGALNACT1/PPP3CC"
"KEGG_MEDICUS_REFERENCE_TCR_PLCG_ITPR_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TCR_PLCG_ITPR_SIGNALING_PATHWAY",19,0.788169562496304,1.92087170961148,0.000107583546891973,0.00114939524391477,0.000864549946290151,947,"tags=58%, list=6%, signal=54%","ZAP70/LCK/CD247/CD3G/CD3D/LCP2/VAV1/CD3E/LAT/GRAP2/CD4"
"REACTOME_FATTY_ACID_METABOLISM","REACTOME_FATTY_ACID_METABOLISM",149,-0.39965791257704,-1.62333892028937,0.000108120780666953,0.00115309763790663,0.000867334806018568,2561,"tags=41%, list=16%, signal=35%","HSD17B4/GPX4/ECI1/MORC2/PTGES3/CBR1/HACD1/PTGIS/ACOX1/ELOVL1/PON2/ACSM3/ACAD11/ACSF2/CBR4/ACOT1/ACACA/CYP4F3/MECR/FAAH/HACD2/PTGR1/ACOT2/PTGR2/HSD17B8/SCD5/PHYH/PECR/CROT/MID1IP1/ELOVL7/HPGD/ACOX2/TECR/ALOX12/FAAH2/ACSBG1/ALOX15/RXRA/HADH/PTGS1/EHHADH/ACACB/SLC22A5/ELOVL6/EPHX2/HPGDS/AKR1C3/ALOX15B/CYP4B1/ELOVL4/FASN/PRKAA2/PON3/ALDH3A2/THEM5/SCD/ALOXE3/CYP4F22/CYP2J2/THRSP"
"CADWELL_ATG16L1_TARGETS_UP","CADWELL_ATG16L1_TARGETS_UP",73,-0.510418414664621,-1.90518791863527,0.000109248682738112,0.00116307532485451,0.000874839803764608,1305,"tags=36%, list=8%, signal=33%","NEUROD2/CCDC80/KIAA1671/CFD/PTGER3/CYP2E1/GSDMC/CD36/HBA2/NPR3/RHOV/SCD/HSPA12A/HBB/SAA1/LPL/DGAT2/CST6/TF/RBP4/FABP4/CIDEC/THRSP/LEP/ADIPOQ/PLIN4"
"KEGG_MELANOGENESIS","KEGG_MELANOGENESIS",86,-0.491058177396349,-1.87163363270052,0.000111416568731656,0.00118407028316402,0.000890631751899894,2755,"tags=36%, list=17%, signal=30%","CREB3L4/WNT9A/TCF7L2/KITLG/FZD6/MITF/WNT7A/HRAS/CALML3/WNT10B/KIT/ADCY6/FZD8/GNAI1/FZD7/FZD10/ADCY2/FZD4/CALML5/ADCY5/PLCB4/WNT2B/TYR/WNT4/WNT16/WNT7B/WNT11/TYRP1/ADCY8/WNT3/DCT"
"KRIEG_HYPOXIA_VIA_KDM3A","KRIEG_HYPOXIA_VIA_KDM3A",46,0.648541426450774,1.91467624475768,0.000111686973504592,0.00118486162944258,0.000891226985250863,2880,"tags=48%, list=18%, signal=39%","SERPINE1/CXCL5/CLEC4E/SYTL3/PLAUR/TGM2/NFKBIE/BIRC3/C15orf48/KIF2C/ZC3H12A/HMOX1/NRP2/MAP3K14/GDF15/NECAP2/TYMS/JUNB/STEAP3/HMGA2/TM4SF19/PIK3IP1"
"WP_TNFALPHA_SIGNALING","WP_TNFALPHA_SIGNALING",90,0.549089658939992,1.80391832030012,0.000113061446461858,0.00119734249869502,0.000900614821940622,3334,"tags=34%, list=21%, signal=27%","IL6/PTPRCAP/TNFRSF1B/CYBA/TRAF1/NFKBIE/BIRC3/SELE/TNF/TNFAIP3/CCL2/GLUL/NFKB2/TRADD/GRB2/CASP8/BID/TBK1/MAP3K14/RIPK3/CASP9/CASP7/BAX/MAP3K5/MAP3K3/NFKBIA/APAF1/CFLAR/MAP3K8/TANK/PLK1"
"PETROVA_PROX1_TARGETS_DN","PETROVA_PROX1_TARGETS_DN",54,0.618836901073394,1.8917341882977,0.000116218371891381,0.00122862324270486,0.000924143512960352,2757,"tags=52%, list=17%, signal=43%","IL6/SERPINE1/SRGN/TFEC/LPXN/IL32/RGS4/FAP/TCN2/CCL2/TNFRSF21/PLAU/LYL1/GBP2/NNMT/TRIM22/MMP14/ITGA5/IGF2BP3/LY75/ICAM2/PRKACB/SLC38A6/VCAN/EMP3/ARHGDIB/SELP/AXL"
"ROSS_AML_WITH_CBFB_MYH11_FUSION","ROSS_AML_WITH_CBFB_MYH11_FUSION",49,0.631388176984335,1.89105602851873,0.000120110584234687,0.00126599463446095,0.000952253455912159,2202,"tags=45%, list=14%, signal=39%","S100A8/IL10RA/CD52/CTSS/CLEC7A/CCR2/CYBB/LGALS2/CHI3L1/SLC7A7/GIMAP4/TNFSF13/CLEC4A/TNFAIP2/CLEC10A/DUSP6/CBFB/NAGA/DYNLT1/CFP/IL13RA1/CEBPD"
"WP_BURN_WOUND_HEALING","WP_BURN_WOUND_HEALING",90,0.548473308857468,1.80189343203737,0.000120172138280236,0.00126599463446095,0.000952253455912159,1474,"tags=34%, list=9%, signal=31%","MMP1/MMP3/IL6/CXCR4/MMP9/IL1B/TLR8/IL15/MMP13/TLR2/ICAM1/TLR1/ADAM12/LY96/CD3E/CXCL8/TLR7/KRT6A/TIMP1/TLR9/FN1/TNF/TNFAIP3/HGF/CCL2/INHBA/TLR4/IL1A/TNC/MMP2/TGFB3"
"ENGELMANN_CANCER_PROGENITORS_DN","ENGELMANN_CANCER_PROGENITORS_DN",59,-0.530567353395788,-1.86893946133767,0.000121063123011013,0.00127316296495234,0.000957645317218469,1765,"tags=39%, list=11%, signal=35%","IGSF1/CITED4/RASAL1/VPS37D/SCUBE2/ANXA8L1/CEACAM6/ST6GALNAC2/AKR1C3/TFF3/CALML5/HSPA2/SYBU/AKR1C1/BNIPL/GSN/BMP4/FGFR3/FBXO27/RAPGEFL1/AKR1C2/BMP7/CORO2A"
"CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN","CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN",431,0.391872255228939,1.46768936037096,0.000128216671466233,0.00134605245200748,0.00101247119408917,3418,"tags=35%, list=22%, signal=28%","IL6/SERPINE1/IL15/SRGN/SOCS3/COL4A1/IL7R/SH2D5/TMEM35B/GLIPR1/SERPINE2/RGS4/POPDC3/BCAT1/PSMB9/DPYD/FZD2/TIMP1/PDP1/PIK3CD/RUNX2/TNFAIP3/CTSC/TMEM158/SH2B3/ADGRE5/SOAT1/INHBA/PLAU/FXYD5/FOSL1/LYN/ALPK2/DOCK10/FMNL2/TAP2/UPP1/IL11/WIPF1/PPP1R18/RAB31/NNMT/FAS/GLIPR2/GLIS3/FLI1/TOX/MMP2/IGF2BP3/GPR176/PTGS2/STK10/AKR1B1/MPP1/RAB8B/BASP1/CDH11/ITM2C/COL6A3/CHST2/KIF18B/TOX2/ETS1/CASP1/ENG/UBE2S/PRR16/EMILIN2/FAM20C/IKBIP/SERPINB1/STX2/C1S/PTX3/BUB1/IFNGR2/LAMB1/BAG2/MAPRE1/LOXL1/BIRC5/PAPPA/HSD17B11/DENND5A/STAMBPL1/F2RL2/GFPT2/ERFE/CMTM7/DSE/NID2/PTTG1/FSCN1/TRAF3/ITGA1/ELK3/ZDHHC2/LAYN/MALT1/PLAT/EMP3/IFI16/TYMS/BICC1/CDC27/TNFRSF10D/ASXL1/P3H1/ADAMTS12/FBLIM1/GALNT2/PDE4A/LBH/G0S2/STIL/HMGA2/KPNB1/AXL/LIX1L/ASAP1/HAS2/HRH1/COL5A1/PFKP/WRAP53/AP1S2/CMTM3/GPX8/HJURP/TRAM2/NT5E/RFTN1/S100A2/SGK1/ANXA1/LOXL2/FBN1/NDC80/ANTXR2/CKAP2L/SH3KBP1/CCBE1/TBC1D1/CDC20/CHSY1/PLK1/EIF4A1/PMP22/TMEM245"
"BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP","BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP",112,0.524885607714723,1.75501095350222,0.000130505918391014,0.00136771107194187,0.00102876233397349,2560,"tags=36%, list=16%, signal=30%","CCL4/CXCL3/SOCS3/ICAM1/IRF1/CD83/NFKBIE/LTB/ICAM5/CXCL8/CEMIP/CCL20/SELE/NEURL3/TNF/TNFAIP3/ZC3H12A/IL23A/IRF7/ARHGAP30/CCL2/HLA-B/SLCO5A1/IL1A/ZNF267/BCL3/LBP/NR4A3/PTGS2/FOXN2/NFKBID/PTX3/CEP85L/EGR2/IER3/CD200R1/JUNB/SIX4/ACAN/NFKBIA"
"MEBARKI_HCC_PROGENITOR_FZD8CRD_UP","MEBARKI_HCC_PROGENITOR_FZD8CRD_UP",459,0.389777533547748,1.46391384333915,0.000130889605639143,0.00136935890190294,0.00103000179560506,4400,"tags=46%, list=28%, signal=34%","SLAMF7/BATF3/MICB/CCR7/PLEKHO1/CATSPER1/CEP55/CYTH4/SCG5/ADAM12/BRCA2/DEFB103B/KIF14/COTL1/KIF2C/MYBL2/SP140/KIF4A/TACC3/CEP128/WDHD1/HBEGF/FMNL3/KIF11/IL11/HERC5/RRM2/CDC6/PPP1R18/FANCA/AGPAT4/ORC1/LMNB1/KIF20A/ANOS1/BLM/CKLF/SLC7A11/CUZD1/DIO2/TRABD2A/SPC25/CDC25C/ILDR2/MTFR2/RUNX1/GTSE1/LRRC45/AURKA/USB1/SLC7A5/TLR6/HLX/MELK/SLC19A1/BUB1/MCM10/CDK1/HPSE/CKS2/GDF15/ADCY3/CRISPLD2/GABPB1/LOXL1/BIRC5/NUSAP1/ARHGEF2/FBXO5/ESCO2/CDC25B/SPC24/HMMR/ARID3A/ERFE/PML/FANCG/PTTG1/GEM/GPRIN1/FSCN1/TDRKH/FAM72B/TNFRSF8/ARSI/NF2/ZWINT/CCNA2/E2F1/LAYN/MCUB/MTHFD1L/PLAT/FAM72C/FAM111A/BCAS4/CDC45/CENPI/PCNA/DLGAP5/ASF1B/POLA2/TYMS/TRIM59/CDC25A/ZEB2/CDKN3/MCM5/DDIAS/TROAP/KNL1/P2RX7/PEA15/STIL/PHF19/RHEBL1/HMGA2/KIF23/PRR11/GINS1/ARHGAP19/ASPM/SKA1/CENPA/MIS18BP1/RCC2/TMSB15B/WRAP53/DEPDC1B/UHRF1/CENPL/DNA2/CDCA3/E2F8/HJURP/LOXL3/TDP1/CDCA5/HMGB2/KIF2A/NT5E/FIG4/KPNA2/PARPBP/TMPO/TPX2/CCNB1/CHEK2/KNSTRN/NDC80/CENPN/CKAP2L/SHCBP1/VEGFC/SGO2/NUF2/CDC20/LRR1/TTK/GINS2/PLK1/WDR1/PGM2L1/CHEK1/TAF1A/TICRR/FKBPL/MSH2/ARNT2/ECT2/ID3/PXDN/EXO1/CDC42EP3/KIF15/MDFIC/PBK/CEP97/INTS4/MCM2/RAD51/HNRNPDL/TAF5L/TOP2A/ATF3/CENPO/MBOAT1/CENPE/IDS/CEP135/ERCC6L/EZH2/MKI67/TLE3/WDR76/DTYMK/POLQ/RANBP1/CCNF/LMF2/MAD2L1/ETV5/PPM1F/RBL1/YWHAH/NEK2/PRIM2/SMC4/CCNE2/CDCA8/CHRNA5"
"JAEGER_METASTASIS_UP","JAEGER_METASTASIS_UP",39,0.665123842062497,1.89624645749382,0.00013553505368538,0.00141306977523361,0.00106288015784851,1863,"tags=41%, list=12%, signal=36%","IGHM/FCGR1A/SPP1/SLC16A3/ADAM12/MME/KIF2C/SULF1/FN1/TACC3/RRM2/CDC6/MERTK/STC1/AURKA/CKS2"
"FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN","FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN",39,0.664441983158049,1.89430249991735,0.00013553505368538,0.00141306977523361,0.00106288015784851,1363,"tags=23%, list=9%, signal=21%","IGKC/CD53/IL1B/SLC2A3/TRAF3IP3/LY96/ZBED4/LYN/FLI1"
"VERHAAK_GLIOBLASTOMA_CLASSICAL","VERHAAK_GLIOBLASTOMA_CLASSICAL",140,-0.397870367986217,-1.62902286375924,0.00013738276576515,0.00142986847604452,0.00107551577293453,1862,"tags=25%, list=12%, signal=22%","MEOX2/SEMA6A/IRS2/SMO/ADGRG1/DLC1/TEAD3/ITGB8/CDH4/MCC/VAV3/ACSS3/TLE2/DENND2A/DOCK6/ACSBG1/WSCD1/FZD7/JAG1/KLHL25/MYO5C/SLC4A4/SPRY2/GLI2/DAG1/GJA1/ITGA7/PTPN14/RGS6/EGFR/FBXO17/SLC6A9/LRP5/SOX9/FGFR3"
"CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN","CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN",94,0.530023807734209,1.74307139254516,0.000138659958175391,0.00144068173038933,0.00108364926618894,3820,"tags=41%, list=24%, signal=32%","CCL3/CD48/TRBC2/PIM2/IL2RG/CD74/HCLS1/B2M/HLA-G/TNFAIP3/TAPBP/LITAF/TPP1/CYFIP2/UBE2S/TLN1/XBP1/PTPN6/MAN2A1/HERPUD1/TMSB4X/MCL1/UBE2J1/ATP6V1F/ARHGDIB/RASA4/NPC2/ARPC5/LTA4H/AP1S2/SEC61G/ADM/COPE/IDH2/ARL6IP1/NUCB1/DDOST/MARCKS/NCSTN"
"JIANG_MELANOMA_TRM1_CD8","JIANG_MELANOMA_TRM1_CD8",164,0.476170675008325,1.66621427538005,0.000139358713056325,0.00144545821243842,0.00108724203144602,3168,"tags=32%, list=20%, signal=26%","ICOS/GZMK/SAMSN1/CXCR4/CD69/P2RY10/SRGN/RGS1/SOCS1/SOCS3/TAGAP/SLC2A3/XCL1/IL7R/CYTIP/GPR183/RHOH/BIRC3/CD28/PTGER4/CRTAM/TNFAIP3/SAT1/NABP1/PDE4B/NR4A3/STK17B/DDIT4/FTH1/NEU1/CKS2/CREM/GADD45B/JMJD6/MCL1/TNFSF9/AREG/JUNB/TSPYL2/CDKN1A/HSPA8/MYADM/NFKBIA/RGCC/TUBA1B/SARAF/CALM2/RPL22L1/ANXA1/CSRNP1/LEPROTL1/ZFAND5"
"BIOCARTA_IL2RB_PATHWAY","BIOCARTA_IL2RB_PATHWAY",37,0.669165678042756,1.90106325204671,0.000139949310619765,0.00144909842691391,0.00108998012110311,2282,"tags=43%, list=14%, signal=37%","IL2RA/FASLG/JAK3/SOCS1/IL2RG/IKZF3/SOCS3/NMI/IL2RB/PIK3CG/FAS/GRB2/SYK/PTPN6/STAT5A/E2F1"
"RICKMAN_METASTASIS_UP","RICKMAN_METASTASIS_UP",311,-0.329960771416213,-1.46658231655056,0.000141787824743678,0.00146562560038465,0.00110241149926664,4757,"tags=34%, list=30%, signal=25%","SVIP/TTC5/ZBTB33/GGT7/MTHFSD/PNN/ATXN3/MRPS35/BBOF1/DDR2/MOB1B/TTLL5/LCLAT1/ERCC8/LMLN/ARL17A/BBS9/ZNF397/CCT6P3/MMGT1/ZNF606/AHI1/QPCT/SNED1/ACVR1B/BOLA1/NAP1L5/CBFA2T2/HIRIP3/ZBTB14/ALS2/MAGEF1/ELP2/FASTKD2/CETN2/RPL22/ZNF133/APOOL/BEX3/MAGI2/PFKM/ST13/DCUN1D1/SENP2/NKAP/APPBP2/ITGB5/VSTM4/WDR12/B4GAT1/SFMBT1/SPATA7/TFDP2/SH3BGRL2/TSPAN6/ALDH6A1/FAM161A/DPY30/LAMA2/SLC22A17/ZNF711/SEC62/ETV4/MPDZ/AKAP1/OSCP1/JAGN1/CCNB1IP1/CCP110/PMS2/UPF3B/ACVR2A/EFHD1/NCL/HEBP1/MGP/PLEKHA5/MAGEE1/FAM234B/MTA3/TCEAL8/PKP4/GPRASP2/SMARCA1/LGR6/BEND7/MTERF2/ANG/ATP9A/ACACB/GPRC5B/SALL2/SLC16A10/TCEAL4/MARVELD2/C14orf132/USP13/BOC/LRP6/PLCB4/MFAP3L/ZNF704/MEST/ITGBL1/EDAR/LRP4/PAIP2B"
"ZHAN_MULTIPLE_MYELOMA_DN","ZHAN_MULTIPLE_MYELOMA_DN",35,0.689278481912827,1.93406942301353,0.000143554788367178,0.00148135802944765,0.00111424508808079,2213,"tags=54%, list=14%, signal=47%","LYZ/VCAM1/ITGB2/RNASE6/CD27/PLA2G7/CD72/S100A12/APOC1/LST1/AIF1/GLDC/CTSH/IGF2BP3/LCN2/SYK/MRC1/CEBPD/ALDH1A1"
"WP_GENES_ASSOCIATED_WITH_THE_DEVELOPMENT_OF_RHEUMATOID_ARTHRITIS","WP_GENES_ASSOCIATED_WITH_THE_DEVELOPMENT_OF_RHEUMATOID_ARTHRITIS",16,0.807456300225277,1.89674602863715,0.000145505400614639,0.00149637951958626,0.00112554392419595,2027,"tags=75%, list=13%, signal=65%","IL2RA/STAT4/CD244/CCR6/BLK/TRAF1/HLA-DRB1/PTPN22/CIITA/CD40/SLC22A4/IRF5"
