"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HOLLMANN_APOPTOSIS_VIA_CD40_UP","HOLLMANN_APOPTOSIS_VIA_CD40_UP",198,0.470189918010853,1.66623112356645,4.39433003320355e-05,0.000529332942445854,0.000398152654088332,2756,"tags=29%, list=17%, signal=24%","IGKC/JCHAIN/RPS4Y1/CD38/DDX3Y/LCK/ADAM19/KDM5D/IFI30/TNFRSF17/PTPRC/CD86/RAC2/LY9/STAP1/BLK/SNX10/IRF8/VAV1/ARPC1B/PTPN22/EAF2/COTL1/ITGB7/LAP3/KCNN3/CD22/SH2B2/PAK2/FANCA/MAP4K1/TOX/ITGB1/DEDD/BASP1/HDAC1/MYBL1/PPP6R1/LEF1/PPP3CC/RNF19B/PITX1/ATP8A1/NUSAP1/RUNX3/BTK/CREM/E2F1/MCUB/EMP3/HMGB1/CDKN3/GRK6/RGCC/CAP1/TUBA1B/ATP6V1B2"
"CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP","CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP",167,0.491096630273578,1.7207702000792,4.43544657152592e-05,0.000533223566958594,0.000401079096694852,3392,"tags=47%, list=21%, signal=37%","MMP12/SLAMF8/MMP9/SLC16A3/CYBA/CHST11/CEP55/BCAT1/NCEH1/SEL1L3/SLC7A7/KIF14/TAP1/KIF2C/KIF4A/TNFRSF21/LHFPL2/SPHK1/FMNL2/KIF11/CDC6/LMNB1/KIF20A/TMEM51/IGF2BP3/PAG1/PTP4A3/KIF18B/AURKA/G6PD/CDK1/LAMB1/B4GALT5/BIRC5/NUSAP1/FBXO5/MARCKSL1/ARHGAP18/ARID3A/CCNB2/PTTG1/ZWINT/UBE2C/CCNA2/MCUB/ASRGL1/DLGAP5/CCNE1/CDKN3/RAD51AP1/KIF23/PRR11/ASPM/SKA1/GALNT7/CMTM3/DEPDC1B/PLBD1/E2F8/HJURP/CDCA5/ELF4/FEN1/HMGB2/CENPK/SYNJ2/TPX2/CCNB1/NDC80/CKAP2L/SHCBP1/SGO2/NUF2/CDC20/TTK/ABCC1/HK2/RMI2"
"WP_COMPLEMENT_SYSTEM","WP_COMPLEMENT_SYSTEM",68,0.596611106119409,1.87502570360591,4.47241863741623e-05,0.00053660149802492,0.00040361990251202,2323,"tags=47%, list=15%, signal=40%","FCGR3A/SPP1/FPR1/C3AR1/ITGB2/WAS/PLAUR/TLR2/C2/ICAM1/SELL/CD19/ITGAX/CFB/VSIG4/SELPLG/C5AR1/SELE/CR1/CD40/C4A/ARRB2/SERPING1/CD93/C1S/PTX3/LAMB1/ICAM2/C5AR2/CFP/CALR/GNAI2"
"FOROUTAN_INTEGRATED_TGFB_EMT_DN","FOROUTAN_INTEGRATED_TGFB_EMT_DN",67,-0.522271635038669,-1.89018232156401,4.52745076990711e-05,0.000542128610012441,0.000407777275180169,1722,"tags=46%, list=11%, signal=41%","HPGD/DEPTOR/VAV3/SCNN1A/PPP1R9A/EREG/ARHGAP29/MTUS1/KRT19/FA2H/DEFB1/IMPA2/CD9/CEACAM6/MYO5C/ANK3/CDH1/DST/RAB25/MANSC1/C1orf116/CXADR/GRTP1/PLS1/ESRP1/INHBB/PPL/ERBB3/EPB41L4B/EPCAM/KRT15"
"FOROUTAN_PRODRANK_TGFB_EMT_UP","FOROUTAN_PRODRANK_TGFB_EMT_UP",177,0.483492737783886,1.70535590179822,4.57373068300117e-05,0.000546587933598974,0.000411131480783193,3346,"tags=42%, list=21%, signal=34%","MMP1/MMP10/SERPINE1/MMP9/GREM1/ADAM19/TNFAIP6/PLAUR/COL4A1/TGM2/CHST11/SCG5/ADAM12/GLIPR1/SERPINE2/RGS4/KCNMA1/NCF2/PIK3CD/FN1/HS3ST3A1/RUNX2/ALOX5AP/INHBA/SPHK1/TPST1/IL11/PRR5L/DOCK4/HMOX1/ITGA5/BMP1/NRIP3/MMP2/CDH11/STC1/WNT5A/PTHLH/SLC22A4/EPHB2/GFPT2/GADD45B/DSE/VCAN/CYTH1/KCNJ15/ADAMTS6/ELK3/COL1A1/JUNB/SMAD7/LBH/MFAP2/NEDD9/PEA15/ABCA1/TFPI2/DACT1/HMGA2/ANGPTL4/HRH1/COL5A1/TP53I3/KDELR3/AP1S2/GALNT10/TMCC1/JARID2/NT5E/RFTN1/FBN1/PDLIM7/VEGFC/DUSP10/ARFGAP1"
"REACTOME_COLLAGEN_DEGRADATION","REACTOME_COLLAGEN_DEGRADATION",55,0.618693845706981,1.88560288477802,4.5886047076253e-05,0.000547283879033731,0.000411654955707441,1589,"tags=35%, list=10%, signal=31%","MMP1/MMP12/MMP3/MMP10/MMP9/MMP13/COL4A1/CTSB/CTSL/COL4A4/COL11A1/COL5A2/MMP11/CTSK/MMP14/COL10A1/MMP2/COL6A3/COL6A6"
"PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN","PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN",100,-0.480893299294096,-1.86864321535071,4.69391067120843e-05,0.000558741689543256,0.000420273270001899,2704,"tags=39%, list=17%, signal=33%","RGS5/SESN3/PIK3R1/TSPAN5/NNAT/IGF2/RBFOX2/CHODL/NET1/CTSF/ENDOD1/PTH1R/PLEKHG1/GOLGA4/ANGPT4/MAP1B/SLC14A1/ATP1B1/SPTBN1/SELENBP1/ATP9A/MPPED2/MYH11/PPP1R3C/RORA/CACNA1H/NFIB/PERP/GPC3/PEG3/NPR3/NFIA/SLC12A2/CDO1/SEMA3B/SNCG/FGFR2/FOXA1/CYP39A1"
"XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_UP","XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_UP",15,0.825847403174785,1.91782682853737,4.71863510198972e-05,0.000560581266438739,0.000421656959480872,1563,"tags=60%, list=10%, signal=54%","IFITM1/CD53/STAT1/ICAM3/NMI/CXCL8/TNFSF10/STK10/HDAC1"
"GERHOLD_ADIPOGENESIS_UP","GERHOLD_ADIPOGENESIS_UP",46,-0.607462461575675,-2.07253970044575,4.98923601059761e-05,0.000591566865805564,0.0004449636491598,1157,"tags=30%, list=7%, signal=28%","GHR/PPARG/LDHA/CFD/APOE/ITGA7/CD36/FASN/VLDLR/SCD/LIPE/FABP4/CIDEC/ADIPOQ"
"KEGG_MEDICUS_PATHOGEN_SARS_COV_2_S_TO_ANGII_AT1R_NOX2_SIGNALING_PATHWAY","KEGG_MEDICUS_PATHOGEN_SARS_COV_2_S_TO_ANGII_AT1R_NOX2_SIGNALING_PATHWAY",11,0.885090240825301,1.92734553959455,5.04660360169123e-05,0.000597197886094459,0.000449199179378057,974,"tags=73%, list=6%, signal=68%","MMP1/MMP3/IL6/IL1B/CYBB/CXCL8/TNF/CCL2"
"REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION","REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION",18,-0.763822719144051,-2.08792920383738,5.09315858870172e-05,0.000601529882536705,0.000452457612289887,1467,"tags=56%, list=9%, signal=50%","FZD8/LGR6/LGR4/FZD4/ZNRF3/LRP6/RSPO1/LGR5/LRP5/RNF43"
"BOYLAN_MULTIPLE_MYELOMA_D_DN","BOYLAN_MULTIPLE_MYELOMA_D_DN",73,0.587833759294367,1.87616182917493,5.12399841071024e-05,0.000603992561200094,0.000454309985281193,1961,"tags=36%, list=12%, signal=31%","IL2RA/DDX3Y/LILRA4/CD52/CYBB/CMPK2/DRAM1/NCF1/IL7R/TIFAB/CYTH4/PPP1R16B/NFKBIE/ITGAM/PSTPIP2/IPCEF1/EVA1B/ST3GAL5/CHST15/IFFO1/BCL3/CASP1/RPGRIP1/ARHGAP26/CASP7/HSD17B11"
"PID_CXCR3_PATHWAY","PID_CXCR3_PATHWAY",39,0.684062012825417,1.95023856685686,5.14739062937705e-05,0.000605569477351032,0.000455496107096831,1432,"tags=26%, list=9%, signal=23%","CXCL10/CXCL9/CXCL11/CXCL13/CXCR3/ITGB2/ITGAL/PIK3CD/MAPK11/SRC"
"REACTOME_BIOLOGICAL_OXIDATIONS","REACTOME_BIOLOGICAL_OXIDATIONS",143,-0.428349708399559,-1.74418801927964,5.19500970480861e-05,0.000609984925921897,0.000458817310873337,1818,"tags=26%, list=12%, signal=23%","MAOA/AS3MT/CYP26B1/CES1/GLYATL2/ACSS2/RXRA/GSTA4/HSP90AB1/GSTT1/FMO2/GSTT2B/CYP3A5/PTGS1/GSTO2/SULT2B1/HPGDS/EPHX1/GSTM3/CYP4B1/CYP2E1/AOC3/ADH7/GGT6/GSTM5/CYP4F12/MGST1/ALDH3A1/CYP4F22/GLYAT/CYP2W1/UGT1A6/AADAC/CYP2J2/CYP39A1/UGT3A2/ADH1B"
"FERRANDO_TAL1_NEIGHBORS","FERRANDO_TAL1_NEIGHBORS",18,0.812076863109271,1.95075669063573,5.24542926610546e-05,0.000614711449072475,0.000462372498140385,1595,"tags=72%, list=10%, signal=65%","TRBC2/LCK/BCL2A1/TNFRSF1B/ITGB2/FCGR3B/TRAC/CD3E/CD2/CD6/MYBL2/CSF1R/RUNX1"
"WP_LTF_DANGER_SIGNAL_RESPONSE_PATHWAY","WP_LTF_DANGER_SIGNAL_RESPONSE_PATHWAY",17,0.812666015999614,1.92852870588889,5.35692921680907e-05,0.000626563848627552,0.000471287613678754,1127,"tags=59%, list=7%, signal=55%","IL6/IL1B/TREM1/TLR2/CD14/CXCL8/TNF/LTF/TLR4/IL1A"
"MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED","MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED",38,-0.62168967831885,-2.0658615017519,5.67505991973354e-05,0.000662492033487041,0.000498312007989608,1830,"tags=42%, list=12%, signal=37%","PCDHB10/PCDHB14/PCDHB12/AHRR/GRID2IP/PLA2G4E/LRRC8E/JPH2/SH3D19/CYP4X1/LYPD2/SLITRK2/EDAR/CYP4F22/NOS1/KRT27"
"REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES","REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES",104,0.532643999291409,1.77153865810743,5.90471468068623e-05,0.000687973211447199,0.00051747839235869,3227,"tags=34%, list=20%, signal=27%","TLR8/NUP210/TLR2/STAT1/ISG15/NLRP3/TLR1/HLA-F/TLR7/HLA-A/B2M/HLA-G/IRF7/HLA-B/IFNAR2/IKBKE/HLA-C/STAT2/IL17RA/G3BP2/IFIH1/SEC24D/TBK1/PTPN6/TRAF3/IRAK1/IRF3/RIPK2/NOD2/HLA-E/NUP62/SEC23A/KPNA2/IFNAR1/NOD1"
"CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_UP","CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_UP",22,0.774575550606527,1.93682992598761,5.94318027354301e-05,0.00069112329065605,0.000519847812995533,1561,"tags=64%, list=10%, signal=57%","TDO2/FCGR3A/KMO/KLRB1/STAT1/IFI6/MS4A4A/EVI2A/ISG15/GPR65/IFI27/ALOX5AP/NNMT/FCGR2B"
"REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE","REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE",33,0.70334716225155,1.942287314468,6.01375894649246e-05,0.00069798849039232,0.0005250116659823,2298,"tags=55%, list=15%, signal=47%","LCK/FCER1G/RAC2/LCP2/VAV1/PDPN/PIK3R5/LAT/PIK3CG/CLEC1B/PIK3R6/LYN/CDC42/RHOG/SYK/PTPN6/VAV2/COL1A1"
"TARTE_PLASMA_CELL_VS_PLASMABLAST_DN","TARTE_PLASMA_CELL_VS_PLASMABLAST_DN",286,0.443112760156072,1.61535008132679,6.22541127151998e-05,0.000721169769327229,0.000542448116641215,4611,"tags=44%, list=29%, signal=32%","GZMB/LILRB4/CD52/IFI30/RNASE6/SOD2/SELL/KYNU/CYTIP/SLA/CORO1A/GLIPR1/IL2RB/KIF14/ITGB7/KIF2C/PSME2/CD180/PAK2/MVP/KIF11/RRM2/CDC6/GLDC/MTHFD2/ORC1/FAS/ENTPD1/LMNB1/BCL3/PSMB8/ITGB1/CCT4/IQGAP2/CASP1/UBE2S/PTPN1/SLC7A5/PNP/SLC19A1/RB1/CDK1/CKS2/ELMO1/CDC25B/HMMR/ARID3A/BAK1/RAB27A/RECQL/UBE2C/CCNA2/PRKCB/GIT2/PCNA/DLGAP5/TYMS/CCNE1/CDC27/CDKN3/LBR/LIMS1/ARHGDIB/TROAP/CDKN1A/CLIC1/CPOX/STIL/COX7B/KIF23/BOP1/GINS1/SNRPG/PSMA5/CENPA/PFKP/ACOT7/HMGB2/KIF2A/PPIF/SGK1/KPNA2/TMPO/CCNB1/TFRC/VDAC1/CDC20/TTK/ANXA6/CD58/IDH2/ANP32A/SSR1/PSMB2/CBX3/PSMA1/TOP2A/PRPS2/DDX39A/SNRPC/CENPE/CTPS1/EZH2/MKI67/DTYMK/CCNF/CCT5/MAD2L1/SLC16A1/YWHAH/NEK2/PSME4/EED/HSPA9/MCM3/NDUFV2/PPP1R2/U2AF2/CCND2/GCLM/ZNF410/CYCS/TRIP13/TBCB/TRA2B/ATP13A3"
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",39,0.679781243612584,1.93803423295415,6.26463332910969e-05,0.000724325769428802,0.000544821990843977,1753,"tags=33%, list=11%, signal=30%","CXCL10/CCL4/AIM2/IL6/CCL4L2/IL1B/CCL5/ZBP1/IRF7/IKBKE/CASP1/TBK1/RIPK3"
"WP_OLIGODENDROCYTE_DEVELOPMENT","WP_OLIGODENDROCYTE_DEVELOPMENT",32,-0.666985365911981,-2.11232756684744,6.34882741506873e-05,0.000732659530132073,0.000551090463248533,1580,"tags=50%, list=10%, signal=45%","RELN/SMAD1/CSPG4/TMEM98/PTN/SOX5/SOX6/GLI2/CNTN1/NFIA/BMP4/SOX10/SOX9/ID4/HES5/PTPRZ1"
"DURCHDEWALD_SKIN_CARCINOGENESIS_UP","DURCHDEWALD_SKIN_CARCINOGENESIS_UP",67,-0.516424332028818,-1.86902002203145,6.36383101268183e-05,0.000732992116832134,0.000551340627685177,2102,"tags=33%, list=13%, signal=29%","IGFBP5/RGMA/PECR/MAOA/NFIL3/PTH1R/AAMDC/CERS4/WDR47/HSPB8/ELOVL6/CASZ1/CALML5/PLEKHH2/SCD/SEMA3B/SLURP1/CKB/MGST1/TNMD/DAPL1/KRT2"
"WP_CELL_LINEAGE_MAP_FOR_NEURONAL_DIFFERENTIATION","WP_CELL_LINEAGE_MAP_FOR_NEURONAL_DIFFERENTIATION",88,-0.496528251099842,-1.90394985774669,6.38556150691889e-05,0.0007340967762802,0.000552171528344938,2475,"tags=35%, list=16%, signal=30%","ADRA2C/DLG1/GPHN/S100B/SLC17A7/LMX1B/CLDN11/PAX3/GRIN2B/RIMBP2/CSPG4/HOMER2/ADRA2B/CDH1/CD34/NLGN1/MAP2/GLRB/KLF4/ALDH1L1/BMP4/SLC6A9/SOX10/DLG2/SOX9/NEFL/SLC6A2/PCLO/HES5/FABP7/KRT15"
"SA_CASPASE_CASCADE","SA_CASPASE_CASCADE",19,0.79649072194271,1.941151457184,6.63737871793828e-05,0.000760155854306303,0.000571772596495441,1874,"tags=53%, list=12%, signal=46%","PRF1/GZMB/FASLG/BIRC3/DFFB/FAS/CASP8/CASP10/CASP9/CASP7"
"TAN_CRC_NECROPTOSIS_RELATED_GENES","TAN_CRC_NECROPTOSIS_RELATED_GENES",16,0.82250134160209,1.93208741178592,6.63262195108007e-05,0.000760155854306303,0.000571772596495441,1230,"tags=69%, list=8%, signal=63%","CXCL10/CXCL9/CXCL13/GZMB/BATF2/CTSB/IRF1/IRF8/TAP2/NLRC5/APOL6"
"WP_FOXP3_IN_COVID19","WP_FOXP3_IN_COVID19",13,0.856653419108271,1.92075976945271,6.696921962814e-05,0.000765525276165147,0.000575811358100076,702,"tags=62%, list=4%, signal=59%","CD80/IL6/IL2RA/IL2RG/CD86/IL7R/CD28/IL2RB"
"ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN","ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN",119,-0.45105958517139,-1.80094088413121,6.87791446570021e-05,0.000784731108945079,0.000590257565169625,3572,"tags=50%, list=23%, signal=39%","ANKRD42/NBPF14/PCDHGC4/DTNA/PROX1/ADAMTSL3/FAM227B/PCDHGA10/PCDH11X/ZNF461/PCDHGC3/KCNC4/ANKRD29/ATP23/ZFHX4/CRMP1/FOXJ2/GRIK2/TSHZ2/PCDHGC5/EIF3C/PCDHGB7/SCUBE1/FAM89A/PIK3C2B/PCDHGA11/ULK1/PCDHGA8/PLP2/LAMA3/PCDHGA6/PLEKHH3/BTBD3/SHISA6/YAP1/PCDHGB6/TUB/RCAN2/LGALS3/PCDHGA9/TTC9/PPP1R14A/RHPN2/PHGDH/NTRK3/PCDHGA7/RAPGEF4/IGSF3/PCDHGB3/PCDHGB5/TYRO3/AJUBA/PLCB4/COCH/PCDHGB4/ZDHHC11/BMP4/PRG4/TMEM132C"
"REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING","REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING",44,0.659124021972299,1.93239628844139,6.92708395582832e-05,0.000788852668190091,0.000593357711827419,3470,"tags=57%, list=22%, signal=44%","CSF2RB/IL2RA/CSF2/JAK3/IL2RG/HCK/VAV1/IL2RB/PIK3CD/LYN/CSF2RA/INPP5D/GRB2/SYK/PTPN6/STAT5A/RAPGEF1/YES1/IL5RA/INPPL1/CBL/JAK2/IL3RA/FYN/SHC1"
"YAN_ESCAPE_FROM_ANOIKIS","YAN_ESCAPE_FROM_ANOIKIS",22,0.77037399730152,1.92632392154375,6.9693244969814e-05,0.000792171151000874,0.000595853801967879,1793,"tags=68%, list=11%, signal=61%","CXCL10/VCAM1/IL15/CCL5/RSAD2/C2/STAT1/LTA/IRF1/CCL20/HLA-DMA/IRF7/STAT2/MMP2/MX1"
"WP_APOPTOSIS","WP_APOPTOSIS",84,0.563551863840762,1.83798657684786,7.10306679710007e-05,0.000805858253697263,0.000606148941054002,2659,"tags=42%, list=17%, signal=35%","PRF1/GZMB/FASLG/TNFRSF1B/LTA/IRF1/TRAF1/NFKBIE/BIRC3/TNF/IRF7/TNFRSF21/DFFB/IRF4/FAS/CDKN2A/TNFSF10/TRADD/CASP4/CASP8/BID/CASP10/CASP1/CASP9/CASP7/BIRC5/IRF5/BAK1/MCL1/TRAF3/BAX/IRF3/BCL2L11/NFKBIA/ADAMTSL4-AS1"
"IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM","IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM",180,-0.392495598328396,-1.61563729870767,7.15120796929516e-05,0.000809800647758948,0.000609114323582188,2476,"tags=31%, list=16%, signal=27%","ADGRL1/C11orf54/DOCK9/CLIP4/SYNPO/PLSCR4/FAAH/PROCR/MET/FOXN3/IFT122/TNS1/TTLL7/PCDH1/OCLN/DNM1/MBOAT2/IGF1R/ARHGEF10/ADAM22/HOXA10/ANKS1B/EFNA4/ABLIM1/EGR3/MAP7/KAZALD1/PHLPP1/HOXA5/MYO5C/GPRC5B/FLRT3/CNTN1/SLC6A15/JAG2/KRT7/RORA/PCDH9/C9orf152/CLDN3/SHROOM3/CGNL1/SLC12A2/PTPN21/SYN2/HLF/EPHA5/PCLO/PTPRZ1/CYP2J2/LCE1B/NPY1R/KDF1/LGI3/KRT27/CCL27"
"JAATINEN_HEMATOPOIETIC_STEM_CELL_UP","JAATINEN_HEMATOPOIETIC_STEM_CELL_UP",274,-0.354224010590338,-1.55568297715793,7.59261012710289e-05,0.000858177821282078,0.000645502574701655,3147,"tags=37%, list=20%, signal=30%","CCDC171/PRDM11/PON2/ZNF117/CRIM1/SSBP2/EBPL/SCN9A/TCAF1/PSMB5/CBX5/ACSF2/ZBTB8A/DPY19L2/ADGRA3/STMN1/UNG/ISYNA1/MEIS1/RBPMS/GCSH/NAP1L3/OBSL1/JADE3/FABP5/ZNF512B/HOXB3/ACACA/ASPH/C11orf54/PDGFC/MICU3/ZNF711/MBLAC2/BAALC/IL18/SCN3A/SAMD13/CCDC6/PLA2G12A/GATA2/B4GALT6/CCNB1IP1/TXNRD3/ZNF395/EMP1/KCTD15/FGD5/PM20D2/BTBD3/PLAGL1/RAVER2/QSER1/PREX2/SYPL1/KIT/PLEKHA5/CRISPLD1/SH3BP4/DEPTOR/BCL11A/SMAD1/NEGR1/VAV3/SLC16A14/HOXA10/SLITRK4/SMARCA1/HADH/GNAI1/CD109/F2RL1/MAP7/SH3RF1/ATP9A/HOXA5/MYO5C/ADGRG6/PROM1/HOXA9/DST/HPGDS/CD34/MMP28/TCEAL4/AKR1C3/JUP/SLC25A27/HSPB1/TANC1/PLCB4/GATM/BSPRY/CHRDL1/MEST/NPR3/SCD/PDZD2/CALN1/SOCS6/HLF/FHL1"
"KOHN_EMT_EPITHELIAL","KOHN_EMT_EPITHELIAL",22,-0.72685793294367,-2.10523608547609,7.65669128628755e-05,0.000863806197913821,0.000649736116418863,1896,"tags=73%, list=12%, signal=64%","EPN3/PRSS8/OVOL1/ESRP2/S100A14/GRHL1/CLDN4/MYO5B/MARVELD2/RAB25/TJP3/CLDN3/ATP2C2/GRHL2/ESRP1/IRF6"
"REACTOME_NEURONAL_SYSTEM","REACTOME_NEURONAL_SYSTEM",277,-0.35191840932227,-1.53404481781523,7.72703875060226e-05,0.000870119242549196,0.000654484650423451,2582,"tags=28%, list=16%, signal=24%","PTPRD/KCNS1/TUBB2A/RTN3/DLG1/DLGAP4/KCNB1/KCNJ3/PPFIBP2/HRAS/KCNAB1/PPFIBP1/GRIN2A/CACNB3/PRKAR2B/SLC17A7/MAOA/STXBP1/APBA1/GRIK3/NRXN3/GABRB3/GABRB2/TUBB4B/KCNS3/ADCY6/SLITRK4/GRIN2B/LIN7B/CACNB4/KCND2/HOMER2/KCNA1/TUBA4A/NCALD/GNAI1/KCNMB4/EPB41/HCN3/TSPAN7/PTPRS/KCNJ12/EPB41L5/NTRK3/CAMKK1/MYO6/NLGN1/ADCY2/SLC1A6/EPB41L1/UNC13B/GNAL/GLRB/GABRQ/SLC18A2/PPFIA3/ADCY5/KCNG3/KCNA6/PRKAA2/ALDH5A1/MAPT/GRIA4/GRIP1/GABRG3/RPS6KA6/NRXN1/SYT9/DLG2/PTPRF/SYN2/BCHE/NEFL/SLITRK2/KCNK7/RIMS1/ERBB4/ADCY8"
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN","TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN",25,0.739630507819799,1.92731497154468,7.85734619166973e-05,0.000879877267056053,0.000661824422888985,1991,"tags=68%, list=13%, signal=60%","S100A8/OSM/CXCL5/CCL7/FCGR2A/IL7R/ALOX5/APOL4/HGF/CD163/GLUL/ENTPD1/ADGRG3/CLEC10A/FCGR2B/ETS1/CYP7B1"
"HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_UP","HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_UP",60,0.609489535394506,1.87357632145927,7.85206642240118e-05,0.000879877267056053,0.000661824422888985,2197,"tags=43%, list=14%, signal=37%","IL4I1/MS4A1/IFI30/SLC2A3/ICAM1/HLA-DMB/CXCR5/CD83/NLRP6/HLA-DRB1/NCF4/LTB/CD74/GIMAP4/LAT2/HLA-DMA/HLA-DQB1/CD22/CTSH/PLD4/SERPINB1/SIPA1/CFP/FES/CNR2/SEMA4D"
"ALCALA_APOPTOSIS","ALCALA_APOPTOSIS",83,0.566084560822974,1.84302097766577,7.8296995337395e-05,0.000879877267056053,0.000661824422888985,2181,"tags=30%, list=14%, signal=26%","GZMB/CD7/SAMSN1/CD48/RAC2/TBC1D10C/TRAF3IP3/TMEM35B/RHOH/IL32/CD74/HLA-A/PSTPIP1/MATK/FAS/CASP4/DENND1A/CYFIP2/CASP1/AURKA/RIPK3/MX1/APH1B/FES/BAX"
"PID_IL2_1PATHWAY","PID_IL2_1PATHWAY",54,0.626719576595786,1.91583088769475,7.87292184450583e-05,0.000879991837222306,0.000661910600060506,2271,"tags=33%, list=14%, signal=29%","IFNG/IL2RA/LCK/JAK3/SOCS1/IL2RG/IKZF3/SOCS3/STAT1/DOK2/IL2RB/MAPK11/PTK2B/GRB2/SYK/CISH/STAT5A/PRKCB"
"BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_DN","BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_DN",37,0.682225493120107,1.93816547551205,7.91800788855206e-05,0.000883398407787348,0.000664472947881791,3659,"tags=68%, list=23%, signal=52%","KMO/HCK/LST1/LTB/TLR7/DPYD/PLSCR1/CHI3L2/CTSH/SMCO4/CDKN2A/INPP5D/SUSD6/NIPA2/TNFSF10/BMP2K/NEDD9/DYRK2/SORL1/F13A1/GALNT10/TFEB/ATP6V0D1/CHFR/MOXD1"
"CHEN_ETV5_TARGETS_SERTOLI","CHEN_ETV5_TARGETS_SERTOLI",22,0.767205899948396,1.91840207872653,8.16649515490729e-05,0.000909443760621075,0.000684063692242985,817,"tags=50%, list=5%, signal=47%","MMP12/IL6/CD53/CCL7/CXCL6/PLEK/CLEC7A/C1QB/FCGR2A/CEMIP/MS4A6A"
"WALLACE_PROSTATE_CANCER_RACE_DN","WALLACE_PROSTATE_CANCER_RACE_DN",79,-0.48448077670799,-1.81536096210289,8.21771090380943e-05,0.000913465033737788,0.00068708840586998,3898,"tags=43%, list=25%, signal=33%","SERF1A/FRK/HERC2P9/PLG/ZNF654/ZNF467/NPEPPS/RPL37A/PIK3CA/NARS2/TLE1/PLOD2/CBR4/VANGL1/EIF2S1/SLC39A4/ADRB1/PMS2/TSGA10/GLTP/SLC29A2/RHOD/FMO2/PRKG2/NQO1/ELOVL6/ZC2HC1A/CKMT1B/SCCPDH/MEST/INHBB/IL20RA/PCLO/EIF1AX"
"SU_THYMUS","SU_THYMUS",20,0.779662021732902,1.92510902063841,8.82457268947822e-05,0.000979054371496873,0.000736423270214545,1639,"tags=60%, list=10%, signal=54%","MMP12/ADAMDEC1/SH2D1A/SLAMF1/TRAF3IP3/CYTIP/IRF8/RHOH/ITK/PIK3CD/IRF4/ETS1"
"SHIN_B_CELL_LYMPHOMA_CLUSTER_1","SHIN_B_CELL_LYMPHOMA_CLUSTER_1",10,0.889556311369882,1.89017905445222,8.84014696274669e-05,0.000979054371496873,0.000736423270214545,553,"tags=60%, list=4%, signal=58%","CXCL9/IFNG/CCL3/TCL1A/IL10/IRF1"
"ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE","ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE",62,0.599941141657466,1.85659165643245,8.9226148897955e-05,0.000986381210943207,0.000741934358487566,3196,"tags=60%, list=20%, signal=48%","GREM1/TNFAIP6/LUM/ADAM12/THY1/FAP/SULF1/SFRP4/FN1/OLFML2B/TMEM158/INHBA/PLAU/RCN3/COL11A1/COL5A2/MMP11/CTSK/RAB31/LRRC15/COL10A1/MMP2/CDH11/COL6A3/CRISPLD2/AEBP1/NID2/VCAN/COL1A1/NOX4/BGN/GLT8D2/PRRX1/COL5A1/LOXL2/FBN1/PCOLCE"
